,begin,end,audio_clip
0,51.296,51.424,clip_0.wav
1,2.4,2.506666666666667,clip_1.wav
2,45.333333333333336,45.397333333333336,clip_2.wav
3,13.450666666666667,13.514666666666667,clip_3.wav
